# Athena++ data at time=6.280000e+03  cycle=-460660288  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0063  2.11658e-02  1.84610e+00  5.80087e-03 -1.74184e-05  1.31224e-12  0.00000e+00
0064  2.30897e-02  1.79415e+00  5.51006e-03 -1.88030e-05  1.16676e-12  0.00000e+00
0065  2.51886e-02  1.72029e+00  5.23265e-03 -2.00446e-05  1.04897e-12  0.00000e+00
0066  2.74783e-02  1.62611e+00  4.96780e-03 -2.12355e-05  9.56736e-13  0.00000e+00
0067  2.99761e-02  1.51485e+00  4.71455e-03 -2.24227e-05  8.88019e-13  0.00000e+00
0068  3.27009e-02  1.39067e+00  4.47189e-03 -2.36252e-05  8.40464e-13  0.00000e+00
0069  3.56735e-02  1.25816e+00  4.23880e-03 -2.48391e-05  8.10984e-13  0.00000e+00
0070  3.89162e-02  1.12181e+00  4.01441e-03 -2.60858e-05  7.95567e-13  0.00000e+00
0071  4.24537e-02  9.85716e-01  3.79810e-03 -2.74580e-05  7.89507e-13  0.00000e+00
0072  4.63128e-02  8.53356e-01  3.58958e-03 -2.89902e-05  7.88207e-13  0.00000e+00
0073  5.05226e-02  7.27513e-01  3.38895e-03 -3.05017e-05  7.88797e-13  0.00000e+00
0074  5.51151e-02  6.10323e-01  3.19670e-03 -3.19084e-05  7.91816e-13  0.00000e+00
0075  6.01251e-02  5.03303e-01  3.01374e-03 -3.33341e-05  8.00213e-13  0.00000e+00
0076  6.55905e-02  4.07366e-01  2.84130e-03 -3.48222e-05  8.17775e-13  0.00000e+00
0077  7.15527e-02  3.22948e-01  2.68086e-03 -3.64571e-05  8.49281e-13  0.00000e+00
0078  7.80569e-02  2.50083e-01  2.53404e-03 -3.83905e-05  9.01244e-13  0.00000e+00
0079  8.51523e-02  1.88474e-01  2.40245e-03 -4.08386e-05  9.83531e-13  0.00000e+00
0080  9.28926e-02  1.37556e-01  2.28754e-03 -4.41226e-05  1.11240e-12  0.00000e+00
0081  1.01337e-01  9.65590e-02  2.19038e-03 -4.85905e-05  1.31639e-12  0.00000e+00
0082  1.10548e-01  6.45666e-02  2.11154e-03 -5.44302e-05  1.64905e-12  0.00000e+00
0083  1.20597e-01  4.05694e-02  2.05081e-03 -6.13637e-05  2.21915e-12  0.00000e+00
0084  1.31559e-01  2.34975e-02  2.00713e-03 -6.78848e-05  3.27066e-12  0.00000e+00
0085  1.43518e-01  1.22202e-02  1.97839e-03 -7.31889e-05  5.42061e-12  0.00000e+00
0086  1.56564e-01  5.51577e-03  1.96158e-03 -7.20370e-05  1.04816e-11  0.00000e+00
0087  1.70795e-01  2.07371e-03  1.95311e-03 -6.41032e-05  2.48995e-11  0.00000e+00
0088  1.86321e-01  6.19318e-04  1.94959e-03 -5.14241e-05  7.81068e-11  0.00000e+00
0089  2.03257e-01  1.39009e-04  1.94843e-03 -3.77215e-05  3.57678e-10  0.00000e+00
0090  2.21733e-01  2.18583e-05  1.94815e-03 -2.41903e-05  2.71101e-09  0.00000e+00
0091  2.41889e-01  2.19244e-06  1.94810e-03 -1.73324e-05  3.56335e-08  0.00000e+00
0092  2.63877e-01  1.39515e-07  1.94809e-03 -6.10992e-06  4.95691e-07  0.00000e+00
0093  2.87863e-01  2.17955e-08  1.94809e-03 -2.00479e-05  2.15681e-06  0.00000e+00
0094  3.14030e-01  2.17955e-08  1.94809e-03  0.00000e+00  2.15681e-06  0.00000e+00
0095  3.42575e-01  2.17955e-08  1.94809e-03  0.00000e+00  2.15681e-06  0.00000e+00
